Broadcast_010-Bsrc11A_SRC;Broadcast;Bsrc11A;SRC;4.40740740740741;0.636049058295352;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;4;5;4;3;5;4;4;5;5;5;3;4;5;5;5;5;4;4;5;4;5;4;4;5;5;4;4
Broadcast_011-Bsrc11A_0951K;Broadcast;Bsrc11A;0951K;3.25925925925926;0.764228751124677;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;2;3;2;3;5;3;2;3;3;4;3;4;4;3;3;3;3;4;5;3;3;3;3;4;3;3;4
Broadcast_012-Bsrc11A_0512K;Broadcast;Bsrc11A;0512K;2.03703703703704;0.587136563951986;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;2;3;3;2;3;2;1;2;2;2;2;2;3;1;1;2;2;3;2;2;2;2;2;2;2;1;2
Broadcast_013-Bsrc11C_1732K;Broadcast;Bsrc11C;1732K;3.96296296296296;0.649347689340943;27;"SRC taken from ""Tears"", RSRC C = Group talking";"HRC = ""H.264 coded at 1.732 Mbps, reduced resolution (1024 x 576)""";; ;3;4;4;3;5;3;3;4;4;4;4;4;5;4;3;4;4;5;4;3;4;4;4;5;4;5;4
Broadcast_014-Bsrc11A_0951K;Broadcast;Bsrc11A;0951K;2.81481481481482;0.786278333819277;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;2;3;3;3;4;2;2;2;3;3;2;3;3;2;2;3;4;4;4;3;2;4;4;2;3;2;2
Broadcast_015-Bsrc11A_SRC;Broadcast;Bsrc11A;SRC;4.18518518518519;0.878680699731007;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;3;4;5;2;5;3;4;5;5;5;3;4;4;4;4;3;5;5;5;4;5;4;3;5;5;5;4
Broadcast_016-Bsrc11C_2340K;Broadcast;Bsrc11C;2340K;4;0.784464540552736;27;"SRC taken from ""Tears"", RSRC C = Group talking";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;4;5;4;3;4;3;4;3;5;5;4;5;4;4;2;4;5;4;4;3;4;3;4;5;4;5;4
Broadcast_017-Bsrc11D_1732K;Broadcast;Bsrc11D;1732K;3.81481481481482;0.622466374565235;27;"SRC taken from ""Tears"", RSRC D = Pan & zoom";"HRC = ""H.264 coded at 1.732 Mbps, reduced resolution (1024 x 576)""";; ;4;3;4;3;4;3;3;4;4;3;3;3;4;4;4;4;4;4;5;4;4;4;3;5;4;5;4
Broadcast_018-Bsrc11D_0512K;Broadcast;Bsrc11D;0512K;2.11111111111111;0.800640769025436;27;"SRC taken from ""Tears"", RSRC D = Pan & zoom";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;1;3;2;3;3;2;1;1;2;3;2;2;3;2;1;2;3;3;1;3;2;3;2;1;2;3;1
Broadcast_019-Bsrc11D_SRC;Broadcast;Bsrc11D;SRC;4.55555555555556;0.577350269189626;27;"SRC taken from ""Tears"", RSRC D = Pan & zoom";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;4;4;5;3;5;5;4;5;4;4;5;4;5;5;4;4;5;5;5;5;5;4;4;5;5;5;5
Broadcast_020-Bsrc11D_0951K;Broadcast;Bsrc11D;0951K;3.48148148148148;0.848998068783269;27;"SRC taken from ""Tears"", RSRC D = Pan & zoom";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;3;3;4;3;4;3;3;2;3;4;4;4;3;4;5;4;4;4;5;4;3;5;3;2;3;2;3
Broadcast_021-Bsrc11A_SRC;Broadcast;Bsrc11A;SRC;4.66666666666667;0.620173672946042;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;4;5;3;5;4;3;5;5;5;5;5;5;5;4;5;5;4;5;5;5;4;5;5;5;5;5
Broadcast_022-Bsrc11C_1256K;Broadcast;Bsrc11C;1256K;3.61538461538462;0.637302005452553;26;"SRC taken from ""Tears"", RSRC C = Group talking";"HRC = ""H.264 coded at 1.256 Mbps, reduced resolution (824 x 464)""";; ;4;4;4;4;4;3;3;3;3;3;4;3;3;4;3;3;3;4;5;4;4;3;4;5;4;;3
Broadcast_023-Bsrc11A_1732K;Broadcast;Bsrc11A;1732K;3.7037037037037;0.541707756495413;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""H.264 coded at 1.732 Mbps, reduced resolution (1024 x 576)""";; ;4;4;4;3;5;4;3;4;4;4;4;4;3;4;3;3;3;4;3;3;4;4;4;4;4;3;4
Broadcast_024-Bsrc11E_2340K;Broadcast;Bsrc11E;2340K;4.2962962962963;0.668800005452637;27;"SRC taken from ""Tears"", RSRC E = Seen through scope";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;3;5;5;3;5;4;4;5;3;4;4;4;4;4;4;5;5;4;5;5;4;4;5;5;4;5;4
Broadcast_025-Bsrc11E_SRC;Broadcast;Bsrc11E;SRC;4.22222222222222;0.697982440452113;27;"SRC taken from ""Tears"", RSRC E = Seen through scope";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;3;4;5;3;4;4;3;5;4;5;3;4;5;4;5;4;4;4;5;4;5;4;5;5;5;4;4
Broadcast_026-Bsrc11E_1256K;Broadcast;Bsrc11E;1256K;3.74074074074074;0.764228751124677;27;"SRC taken from ""Tears"", RSRC E = Seen through scope";"HRC = ""H.264 coded at 1.256 Mbps, reduced resolution (824 x 464)""";; ;4;3;5;3;4;3;2;4;3;4;3;3;4;4;4;3;4;4;5;4;4;4;3;5;4;5;3
Broadcast_027-Bsrc11C_0951K;Broadcast;Bsrc11C;0951K;3.44444444444444;0.577350269189626;27;"SRC taken from ""Tears"", RSRC C = Group talking";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;3;3;4;4;4;3;3;4;3;3;3;3;4;3;2;3;4;4;4;3;4;3;4;4;3;4;4
Broadcast_028-Bsrc11C_SRC;Broadcast;Bsrc11C;SRC;4.51851851851852;0.700020349724557;27;"SRC taken from ""Tears"", RSRC C = Group talking";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;4;5;4;5;4;4;5;5;5;4;5;5;5;2;4;4;5;4;5;5;5;4;5;4;5;5
Broadcast_029-Bsrc11A_2340K;Broadcast;Bsrc11A;2340K;3.62962962962963;0.629294363562392;27;"SRC taken from ""Tears"", RSRC A = Action movie";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;4;4;4;3;4;3;3;4;3;4;3;4;4;3;2;4;3;4;4;4;3;4;4;5;4;3;4
Broadcast_030-Bsrc11F_0951K;Broadcast;Bsrc11F;0951K;3.62962962962963;0.687702314184323;27;"SRC taken from ""Tears"", RSRC F = Face closeup";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;4;3;4;3;5;3;3;4;4;3;3;4;3;3;2;4;5;4;4;4;3;4;4;4;3;4;4
Broadcast_031-Bsrc11F_1732K;Broadcast;Bsrc11F;1732K;3.77777777777778;0.577350269189626;27;"SRC taken from ""Tears"", RSRC F = Face closeup";"HRC = ""H.264 coded at 1.732 Mbps, reduced resolution (1024 x 576)""";; ;3;3;4;4;5;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;3;4;5;4;4;4
Broadcast_032-Bsrc11F_SRC;Broadcast;Bsrc11F;SRC;4.22222222222222;0.640512615220349;27;"SRC taken from ""Tears"", RSRC F = Face closeup";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;4;4;4;4;4;4;3;5;4;5;4;5;5;4;3;3;5;5;4;4;4;4;4;4;5;5;5
Broadcast_033-Bsrc11G_0512K;Broadcast;Bsrc11G;0512K;2.07407407407407;0.828619144486589;27;"SRC taken from ""Tears"", RSRC G = Movie credits";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;1;2;3;2;3;2;2;1;2;2;3;2;3;3;2;1;1;3;1;2;3;2;2;4;1;1;2
Broadcast_034-Bsrc11G_SRC;Broadcast;Bsrc11G;SRC;4.11111111111111;0.974021534011414;27;"SRC taken from ""Tears"", RSRC G = Movie credits";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;5;4;2;5;3;3;5;5;5;3;4;3;4;4;5;4;4;5;5;5;3;4;5;4;2;5
Broadcast_035-Bsrc11G_0951K;Broadcast;Bsrc11G;0951K;2.84615384615385;0.880559262846411;26;"SRC taken from ""Tears"", RSRC G = Movie credits";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;3;2;3;2;4;2;2;2;2;2;5;3;3;3;2;3;2;3;4;2;3;3;4;4;2;;4
Broadcast_036-Bsrc11G_2340K;Broadcast;Bsrc11G;2340K;4.25925925925926;0.655895898904263;27;"SRC taken from ""Tears"", RSRC G = Movie credits";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;5;4;5;3;5;4;4;4;5;4;5;5;4;5;3;3;5;4;5;4;4;4;4;5;4;4;4
Broadcast_037-Bsrc11G_SRC;Broadcast;Bsrc11G;SRC;4.18518518518519;0.921413505980268;27;"SRC taken from ""Tears"", RSRC G = Movie credits";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;5;5;3;5;5;5;5;4;4;4;5;5;4;1;4;4;4;3;5;4;4;4;5;4;3;4
Broadcast_038-Bsrc11G_SRC;Broadcast;Bsrc11G;SRC;4.40740740740741;0.693888666488711;27;"SRC taken from ""Tears"", RSRC G = Movie credits";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;4;5;4;5;4;3;5;5;5;5;5;5;4;3;4;5;5;5;5;4;4;4;4;3;5;4
Broadcast_039-Bsrc12H_0951K;Broadcast;Bsrc12H;0951K;2.92307692307692;0.796144555872961;26;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;;2;4;3;3;2;2;3;2;3;3;2;3;2;2;2;3;4;5;3;3;4;3;4;3;3;3
Broadcast_040-Bsrc12H_1256K;Broadcast;Bsrc12H;1256K;3.74074074074074;0.812999791493615;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 1.256 Mbps, reduced resolution (824 x 464)""";; ;3;3;4;4;4;3;3;4;4;3;5;3;4;3;2;4;5;5;4;4;3;4;3;5;3;5;4
Broadcast_041-Bsrc12H_0951K;Broadcast;Bsrc12H;0951K;3.74074074074074;0.655895898904262;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;4;4;4;4;4;4;3;4;3;3;3;3;4;3;5;3;4;5;5;4;4;4;3;4;3;3;4
Broadcast_042-Bsrc12H_1732K;Broadcast;Bsrc12H;1732K;3.81481481481482;0.735738092877174;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 1.732 Mbps, reduced resolution (1024 x 576)""";; ;3;4;4;4;4;3;3;4;4;4;4;3;5;4;2;4;3;5;5;4;3;4;4;5;4;3;4
Broadcast_043-Bsrc12H_1732K;Broadcast;Bsrc12H;1732K;4.07407407407407;0.675159578055778;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 1.732 Mbps, reduced resolution (1024 x 576)""";; ;4;4;5;4;4;4;3;4;3;3;4;4;4;4;3;3;4;5;5;5;5;4;4;5;4;5;4
Broadcast_044-Bsrc12H_SRC;Broadcast;Bsrc12H;SRC;4.48148148148148;0.579812328415269;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;4;5;4;5;4;3;5;5;4;4;5;5;4;5;4;5;5;5;5;4;4;4;5;4;5;4
Broadcast_045-Bsrc12H_0512K;Broadcast;Bsrc12H;0512K;3.07407407407407;0.873803618402192;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;2;3;4;3;4;2;2;3;3;3;5;3;4;2;3;4;3;4;5;3;3;3;2;3;3;2;2
Broadcast_046-Bsrc12H_SRC;Broadcast;Bsrc12H;SRC;4.59259259259259;0.693888666488711;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;4;5;4;4;2;4;5;5;4;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5
Broadcast_047-Bsrc12H_SRC;Broadcast;Bsrc12H;SRC;4.51851851851852;0.700020349724556;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""Ugly original: noticable quality problems yet professionally produced""";; ;4;4;5;4;5;4;4;5;5;5;5;5;4;5;3;5;3;5;5;5;5;4;3;5;5;5;5
Broadcast_048-Bsrc12H_0512K;Broadcast;Bsrc12H;0512K;3.11111111111111;0.800640769025436;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;3;3;3;3;4;2;2;3;2;4;5;3;3;2;4;3;4;3;5;3;3;3;2;3;3;3;3
Broadcast_049-Bsrc12H_1256K;Broadcast;Bsrc12H;1256K;4.07407407407407;0.780824314226068;27;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 1.256 Mbps, reduced resolution (824 x 464)""";; ;3;3;4;4;5;4;3;4;4;3;4;4;4;3;5;5;5;5;5;4;5;3;4;5;3;5;4
Broadcast_050-Bsrc12H_2340K;Broadcast;Bsrc12H;2340K;3.5;0.989949493661167;26;"SRC taken from ""Bunny"", RSRC H = Animated movie";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;3;3;4;3;4;2;3;5;4;3;5;4;5;2;1;4;3;4;;4;4;3;3;5;4;3;3
Broadcast_051-Bsrc12I_2340K;Broadcast;Bsrc12I;2340K;3.44444444444444;0.974021534011414;27;"SRC taken from ""Bunny"", RSRC I = Scrolling credits";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;3;4;4;2;3;3;4;4;4;4;3;4;3;5;1;3;3;3;5;3;4;4;4;4;4;1;4
Broadcast_052-Bsrc12I_SRC;Broadcast;Bsrc12I;SRC;4.11111111111111;0.800640769025436;27;"SRC taken from ""Bunny"", RSRC I = Scrolling credits";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;3;4;4;3;4;3;4;5;5;5;5;4;4;5;4;4;3;5;4;4;5;5;4;4;4;2;5
Broadcast_053-Bsrc12I_0951K;Broadcast;Bsrc12I;0951K;3.11111111111111;0.847318545736323;27;"SRC taken from ""Bunny"", RSRC I = Scrolling credits";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;4;3;4;2;4;3;3;2;3;3;5;4;3;3;3;3;3;3;3;2;3;3;3;5;3;1;3
Broadcast_054-Bsrc12I_0512K;Broadcast;Bsrc12I;0512K;1.96296296296296;0.706098788113603;27;"SRC taken from ""Bunny"", RSRC I = Scrolling credits";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;1;2;3;1;3;1;2;1;2;2;4;2;3;2;1;2;2;2;1;2;2;2;2;2;2;2;2
Broadcast_055-Bsrc12I_SRC;Broadcast;Bsrc12I;SRC;4.18518518518519;0.786278333819277;27;"SRC taken from ""Bunny"", RSRC I = Scrolling credits";"HRC = ""Ugly original: noticable quality problems yet professionally produced""";; ;4;4;4;4;4;5;4;5;5;4;3;4;5;4;5;4;5;5;5;5;3;4;3;5;2;4;4
Broadcast_056-Bsrc13J_1256K;Broadcast;Bsrc13J;1256K;3.03703703703704;0.706098788113603;27;"SRC taken from ""News"", RSRC J = News low motion";"HRC = ""H.264 coded at 1.256 Mbps, reduced resolution (824 x 464)""";; ;3;3;4;3;4;2;3;3;4;3;3;2;3;3;2;2;3;4;3;3;3;3;2;4;4;2;4
Broadcast_057-Bsrc13K_SRC;Broadcast;Bsrc13K;SRC;3.92592592592593;0.675159578055778;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;4;3;4;3;4;5;4;4;4;3;4;3;3;4;3;3;4;4;4;4;4;4;5;5;4;5;5
Broadcast_058-Bsrc13K_0512K;Broadcast;Bsrc13K;0512K;2.18518518518519;0.681459803941116;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;2;3;3;1;3;2;2;2;2;2;2;1;3;2;1;2;3;3;3;2;3;3;2;2;2;2;1
Broadcast_059-Bsrc13L_1256K;Broadcast;Bsrc13L;1256K;2.96153846153846;0.598716576070463;26;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""H.264 coded at 1.256 Mbps, reduced resolution (824 x 464)""";; ;3;3;4;3;4;2;2;3;3;3;3;2;3;2;2;3;3;3;3;3;3;3;3;4;4;;3
Broadcast_060-Bsrc13J_SRC;Broadcast;Bsrc13J;SRC;3.92592592592593;0.780824314226068;27;"SRC taken from ""News"", RSRC J = News low motion";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;5;4;4;4;4;3;4;5;3;4;3;4;3;2;3;4;5;4;4;3;4;4;5;4;4;5
Broadcast_061-Bsrc13K_SRC;Broadcast;Bsrc13K;SRC;3.85185185185185;0.718101326881879;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;4;4;4;4;4;4;4;5;4;3;3;3;4;3;2;4;4;4;4;4;3;3;5;5;4;4
Broadcast_062-Bsrc13K_2340K;Broadcast;Bsrc13K;2340K;3.7037037037037;0.608580619450185;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;4;3;4;3;3;3;3;3;4;4;3;3;3;4;4;4;3;4;5;4;4;4;4;4;4;5;4
Broadcast_063-Bsrc13K_0512K;Broadcast;Bsrc13K;0512K;2.22222222222222;0.697982440452113;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;3;2;3;1;3;2;2;2;2;2;3;2;2;1;1;2;2;3;3;2;2;4;2;2;3;2;2
Broadcast_064-Bsrc13L_SRC;Broadcast;Bsrc13L;SRC;3.77777777777778;0.577350269189626;27;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;4;4;4;5;3;3;4;4;3;4;3;3;4;3;4;4;4;4;4;3;4;3;4;4;4;4
Broadcast_065-Bsrc13L_1732K;Broadcast;Bsrc13L;1732K;3.37037037037037;0.838870492807861;27;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""H.264 coded at 1.732 Mbps, reduced resolution (1024 x 576)""";; ;4;4;4;4;4;2;3;3;4;3;4;2;4;2;2;4;3;3;4;3;3;3;4;2;4;5;4
Broadcast_066-Bsrc13L_0951K;Broadcast;Bsrc13L;0951K;2.7037037037037;0.608580619450185;27;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;2;3;3;2;3;2;2;3;3;3;3;2;3;2;1;2;3;3;3;3;3;3;3;4;3;3;3
Broadcast_067-Bsrc13L_2340K;Broadcast;Bsrc13L;2340K;3.62962962962963;0.838870492807861;27;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;5;5;4;4;5;3;3;4;3;3;2;2;3;4;3;4;4;3;3;3;4;3;4;4;4;5;4
Broadcast_068-Bsrc13K_SRC;Broadcast;Bsrc13K;SRC;3.59259259259259;0.572394381205238;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;4;3;4;3;4;3;3;4;4;4;4;3;3;4;4;3;3;4;5;3;4;4;3;4;4;3;3
Broadcast_069-Bsrc13K_SRC;Broadcast;Bsrc13K;SRC;3.81481481481482;0.878680699731007;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""Ugly original: noticable quality problems yet professionally produced""";; ;4;3;4;2;4;5;4;3;5;4;2;3;4;5;2;3;4;4;4;4;4;4;4;5;4;5;4
Broadcast_070-Bsrc13L_SRC;Broadcast;Bsrc13L;SRC;3.55555555555556;0.697982440452113;27;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;5;3;4;4;5;3;3;4;4;3;2;3;3;4;3;3;4;3;3;3;4;3;4;4;4;4;4
Broadcast_071-Bsrc13L_SRCpls;Broadcast;Bsrc13L;SRCpls;4.11111111111111;0.640512615220349;27;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""Super-original: converted to 720p but frame rate 50 or 60fps""";; ;5;3;4;4;4;5;3;4;4;4;4;3;4;4;5;4;4;4;4;4;5;3;4;5;4;5;5
Broadcast_072-Bsrc13K_0951K;Broadcast;Bsrc13K;0951K;2.77777777777778;0.800640769025436;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""H.264 coded at 951 Kbps, reduced resolution (696 x 392)""";; ;3;3;3;4;4;2;2;3;3;3;4;2;3;2;1;2;3;3;4;2;2;3;2;3;3;4;2
Broadcast_073-Bsrc13L_0512K;Broadcast;Bsrc13L;0512K;1.7037037037037;0.724027985796491;27;"SRC taken from ""News"", RSRC L = News fast movement";"HRC = ""H.264 coded at 512 Kbps, reduced resolution (512 x 288)""";; ;1;2;2;1;2;1;1;1;2;3;3;2;2;1;1;2;1;3;1;1;1;3;2;1;2;2;2
Broadcast_074-Bsrc13J_SRC;Broadcast;Bsrc13J;SRC;4.14814814814815;0.948833441803618;27;"SRC taken from ""News"", RSRC J = News low motion";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;3;4;5;4;5;5;4;4;5;4;5;3;4;2;3;5;4;5;4;4;3;5;5;5;5;2;5
Broadcast_075-Bsrc13J_SRCpls;Broadcast;Bsrc13J;SRCpls;4.62962962962963;0.629294363562392;27;"SRC taken from ""News"", RSRC J = News low motion";"HRC = ""Super-original: converted to 720p but frame rate 50 or 60fps""";; ;5;5;5;3;5;4;4;4;5;5;4;3;4;5;5;5;5;5;5;5;4;5;5;5;5;5;5
Broadcast_076-Bsrc13K_SRC;Broadcast;Bsrc13K;SRC;3.33333333333333;1.03774904332554;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""Original: converted to 720p 23.976 fps, H.264 encoded at 40Mbps""";; ;3;2;4;1;4;4;3;3;4;3;4;2;3;5;3;4;1;4;4;3;4;4;3;4;4;2;5
Broadcast_077-Bsrc13K_2340K;Broadcast;Bsrc13K;2340K;3.66666666666667;0.877058019307029;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""H.264 coded at 2.34 Mbps, 720p resolution (1280 x 720)""";; ;3;3;4;1;4;3;3;4;5;4;4;3;3;4;4;4;5;4;4;4;3;4;4;5;4;2;4
Broadcast_078-Bsrc13K_SRCpls;Broadcast;Bsrc13K;SRCpls;3.37037037037037;0.838870492807861;27;"SRC taken from ""News"", RSRC K = News camera moves";"HRC = ""Super-original: converted to 720p but frame rate 50 or 60fps""";; ;4;3;4;4;3;2;3;4;5;4;2;2;2;3;3;3;4;4;4;3;4;4;3;4;4;2;4
